credit,sex,education,marital_status,age,bill_sep05,bill_aug05,bill_jul05,bill_jun05,bill_may05,bill_apr05,paid_sep05,paid_aug05,paid_jul05,paid_jun05,paid_may05,paid_apr05,default
50000,male,undergraduate,single,27,43063,41932,38411,30659,30963,30505,0,1600,1712,1016,2500,0,1
240000,female,undergraduate,married,46,8751,9900,10605,10765,11765,4311,1295,1000,1000,1000,1000,1000,0
300000,female,gradaute,married,41,66132,6917,3050,1760,0,0,6983,3331,1760,0,0,891,0
450000,male,diploma,married,58,8940,6239,5535,9856,819,863,6271,5740,9905,823,867,2488,0
210000,female,gradaute,single,29,3675,4460,5542,15378,18106,18804,1082,1164,10000,3000,1000,1000,0
80000,female,undergraduate,married,32,77808,77180,79147,81159,69573,70306,3000,4000,4000,5000,8000,2800,0
430000,female,gradaute,married,33,1837,373,1198,0,538,77543,373,1198,0,538,77543,584,0
220000,female,undergraduate,single,30,596,892,7681,11642,23030,22449,892,7681,20000,20000,0,0,0
10000,female,gradaute,single,24,5707,6728,7865,7105,8298,8020,1123,1260,1500,1470,0,1500,0
400000,female,gradaute,single,31,7912,4220,3364,2832,34967,38706,4220,3364,2500,34967,10000,22600,0
190000,female,gradaute,single,41,28204,0,16500,0,26854,554,0,16500,0,26854,500,0,1
170000,female,undergraduate,married,42,52262,36518,20533,-919,-919,-919,1985,1000,16000,16000,16000,24288,0
30000,female,diploma,married,43,10330,10040,10903,10533,10132,10343,0,1149,101,348,359,364,0
300000,female,undergraduate,single,48,6301,0,2417,470,4690,0,4126,2417,470,4690,0,18774,0
120000,male,gradaute,single,33,291,291,291,291,291,291,291,291,291,291,291,291,0
240000,female,gradaute,single,27,176829,174143,165755,166291,141380,130742,7058,6800,4050,6084,8028,4267,0
210000,male,undergraduate,married,36,1060,777,7971,-8,-8,-8,779,7994,0,0,0,1704,0
220000,male,gradaute,married,55,1782,0,0,80737,5381,2232,0,0,80737,5381,2232,121953,0
150000,male,diploma,married,35,135215,137863,130622,126063,118836,116865,6000,30,5050,5025,5000,3000,1
200000,male,undergraduate,married,32,74150,66378,60722,53769,45928,38238,3000,5000,3000,2000,2000,3000,0
50000,male,gradaute,single,28,48508,45951,44013,28094,29138,30625,2500,2000,1200,1500,2000,1500,1
50000,female,undergraduate,married,48,5994,1478,2946,1473,1473,1473,1478,4419,0,1473,1473,1473,0
90000,female,diploma,single,23,94806,119836,21836,11036,29836,986,30000,30000,11036,19836,986,21615,0
240000,male,gradaute,single,29,61888,12310,12073,9643,-8074,108493,5022,4014,113,6423,120000,15000,0
150000,female,diploma,married,45,47372,42652,42306,41579,40669,39301,2000,2100,1837,1400,1486,1572,0
320000,male,gradaute,single,33,0,0,0,0,0,0,0,0,0,0,0,0,1
170000,female,gradaute,married,35,131909,133178,131711,139143,140987,144187,4800,2000,11000,5500,5500,5400,1
210000,female,undergraduate,single,30,184705,188235,193694,178664,149612,151226,7000,9057,6507,9808,6000,5500,0
140000,male,undergraduate,single,27,34229,35262,38079,37167,41146,40332,1583,3400,0,4600,0,2000,0
160000,female,undergraduate,married,35,96515,139439,141416,112497,119511,119763,50439,6000,5000,9000,4000,4000,0
180000,female,diploma,married,39,0,0,0,300,300,150,0,0,300,0,0,645,0
100000,male,undergraduate,single,28,180765,64653,10388,3762,1434,12609,3018,1400,3786,1774,12714,38665,0
500000,female,gradaute,married,43,270,9390,0,14153,5254,11676,9483,0,14153,5274,11676,2276,0
380000,male,gradaute,single,27,2501,1138,966,1258,1121,1362,0,966,1500,1121,1362,1472,0
50000,female,diploma,married,53,40926,43236,45250,46003,44193,44838,3000,3000,1800,0,1500,2300,1
110000,female,undergraduate,single,32,108087,103307,103749,78961,76180,76353,0,5100,3411,3003,3000,3001,0
180000,female,gradaute,single,28,3775,5570,4722,8643,7783,12398,2005,31,5000,1000,5000,5000,0
710000,male,undergraduate,single,33,8471,16849,940,6299,4720,3738,17330,944,7586,4739,3754,25259,0
70000,female,gradaute,single,30,6749,64626,47161,27534,26660,27022,64626,3000,0,946,1424,1000,0
50000,male,undergraduate,married,46,48885,48793,34440,30889,30182,29912,2000,2500,2000,1500,5000,1500,0
460000,female,gradaute,married,40,2650,2650,2650,2650,2650,2650,0,0,0,0,0,200,1
50000,female,undergraduate,single,24,50062,34819,48909,15033,3198,0,2000,15412,870,3198,0,0,0
450000,female,gradaute,married,46,28205,3760,4148,2312,6909,4189,3793,4148,2312,6909,4189,1539,1
320000,female,gradaute,single,33,-347,-347,-347,-347,-347,13694,0,0,0,0,14041,1613,0
260000,female,gradaute,married,37,174971,161671,156296,156248,120518,122649,10000,8000,5028,5000,5000,10000,0
20000,male,undergraduate,single,23,18963,19904,18038,19032,17372,17893,1300,1400,1300,700,800,1000,1
200000,female,other,single,27,777,14893,5635,7518,13226,13845,15103,5652,7529,13226,4906,4666,0
80000,female,undergraduate,single,23,38587,27558,23470,21539,14578,11766,5000,5000,10006,14614,11766,18000,0
80000,female,undergraduate,single,42,16959,17910,14919,15375,-150,-150,1235,1369,825,0,0,0,0
70000,female,diploma,married,45,69877,68751,69744,50190,49603,49469,2600,2215,2000,1800,2000,2000,0
50000,male,undergraduate,single,29,49276,35100,32563,27823,29130,28309,1602,1400,3000,3130,1062,6318,0
40000,female,undergraduate,married,32,40368,38623,67203,39764,39583,39839,1603,2000,2014,2503,2103,2221,0
30000,female,diploma,married,25,26277,25896,27460,27735,27711,28643,2000,2000,2000,2000,1500,1500,0
510000,female,gradaute,single,35,2115,2116,5560,4535,3488,1116,1117,4560,91,69,1116,2115,0
50000,male,undergraduate,single,48,12961,12029,11738,11011,9888,10076,507,1158,373,365,359,1111,1
110000,male,undergraduate,married,35,48131,73221,74341,50184,51412,49448,32123,3000,1800,2041,2069,3000,1
220000,female,gradaute,married,41,30038,22411,7141,3070,2609,10273,1089,7161,4072,2613,10322,511,0
310000,female,gradaute,single,27,833,323,1083,2134,2474,2097,323,1093,2140,9201,2103,6571,0
300000,female,diploma,single,36,0,3958,0,0,6536,1400,1979,0,0,6536,1400,50000,0
390000,female,gradaute,single,32,16566,20213,15204,13529,14139,14496,9076,8000,1500,1500,519,7000,0
180000,female,other,single,30,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,male,undergraduate,married,51,198235,193548,198422,204116,214691,218101,0,8000,9000,15500,7000,10000,0
50000,male,undergraduate,married,56,48895,49455,49245,48657,20050,17376,1775,2070,1232,625,585,560,0
200000,male,gradaute,married,40,820,820,820,820,590,2099,820,820,820,590,2099,820,0
20000,male,undergraduate,single,27,7326,7060,8240,9582,9279,9971,0,1296,1638,0,844,0,1
30000,female,undergraduate,single,51,22473,25293,24602,27964,27232,29800,3200,1,3801,0,3001,0,0
50000,female,diploma,single,44,40985,42115,41164,43658,44644,43798,2100,0,3500,2000,0,2000,1
200000,female,undergraduate,single,27,1126,390,390,390,540,770,390,390,390,540,770,13993,0
130000,female,undergraduate,married,27,792,0,396,485,46773,47313,0,396,485,46684,1700,1712,0
180000,female,gradaute,single,30,1650,196,2500,0,0,3650,196,2500,0,0,3650,3859,0
50000,female,undergraduate,married,31,22716,19198,19462,14841,11088,10301,2000,1510,4000,1000,600,500,0
180000,male,undergraduate,married,34,1341,4185,291,570,2260,1583,4185,291,570,2260,1583,3974,0
300000,female,other,married,31,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,female,gradaute,single,30,112822,115526,123658,120259,121205,124778,4527,10122,1,4355,8918,0,1
240000,female,undergraduate,married,37,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0,1
200000,female,undergraduate,married,46,2893,2881,1436,1261,2849,1438,1436,0,1261,2849,0,1261,1
50000,male,undergraduate,single,21,21023,27270,11342,8305,7288,0,3000,1000,0,0,0,0,0
90000,female,undergraduate,single,24,87711,80699,68100,33434,0,0,3248,2991,2655,0,0,0,0
290000,female,undergraduate,single,28,133789,137875,124871,118193,121283,124109,6300,6000,5000,5000,5000,5000,0
190000,female,undergraduate,married,34,500,300,0,0,418,964,300,0,0,418,964,670,0
220000,male,undergraduate,married,38,147048,137560,131090,121259,117003,116902,6364,5892,5000,4369,4178,5000,0
230000,male,gradaute,married,37,3102,30428,5711,5770,7652,17825,30580,5739,5799,7690,17914,360,0
230000,female,gradaute,single,29,63184,64667,65888,66645,67865,69231,3100,3000,2300,2300,2500,2300,0
300000,female,undergraduate,married,34,86116,83724,80721,79939,58586,14570,3894,2783,3575,1605,1520,0,0
190000,female,undergraduate,single,44,137394,140899,144636,148173,151853,155031,5774,5987,5948,6000,5481,5500,0
20000,female,undergraduate,single,24,6270,8284,8000,0,186,3314,2284,0,0,186,3314,3515,1
140000,female,undergraduate,married,27,776,752,776,1580,804,728,752,800,1580,0,700,700,0
200000,female,diploma,married,42,858,1406,3673,0,150,609,1406,3673,0,150,609,939,0
50000,male,undergraduate,single,30,13745,-4338,46881,47832,46783,47890,125,52000,2000,0,2000,3700,0
20000,male,undergraduate,married,48,18401,19784,20650,0,0,0,2000,1650,0,0,0,0,0
20000,male,undergraduate,single,23,17821,19099,0,1728,1953,1780,2000,0,1728,225,0,0,0
30000,female,gradaute,married,30,12109,12917,13909,13394,13036,15019,1300,1500,0,0,2200,0,1
60000,female,undergraduate,married,24,34708,33866,33041,35284,31602,32221,0,0,2900,0,1200,1409,1
200000,male,gradaute,single,26,50124,51122,52533,52772,53441,22246,1830,2235,1447,1069,445,9332,0
360000,male,gradaute,single,29,12018,31282,28823,51120,2222,-34,32038,28982,51379,2233,0,0,0
160000,female,diploma,married,39,102358,103698,1048,1048,1048,1221,4671,1048,1048,1048,1221,1048,0
60000,female,undergraduate,married,60,69183,68216,66616,65016,63449,62149,0,0,0,0,0,0,0
50000,female,undergraduate,single,25,26509,27521,30001,29187,31064,30487,1757,3237,0,2300,0,1100,0
150000,female,gradaute,single,40,145074,152179,149313,129768,136084,30312,11000,6000,40000,42000,34880,201277,0
30000,female,undergraduate,single,31,27254,26531,27857,29685,31260,30468,0,1772,2600,2200,0,0,1
210000,male,undergraduate,single,26,186109,168198,97223,202134,102844,39995,5929,3272,4362,5040,3195,105,0
50000,female,undergraduate,single,27,42391,44689,48172,46937,48570,50144,3000,4200,0,3000,3800,0,0
50000,male,gradaute,single,22,47726,51161,48310,50332,47492,50782,5500,0,3000,3000,5000,0,1
250000,female,undergraduate,single,40,2348,329,-1404,3596,8596,8941,329,5000,5000,5000,4000,3000,0
80000,female,diploma,single,43,76594,78254,78401,49496,50562,45682,3100,3100,1669,1759,1700,3001,0
60000,male,gradaute,single,29,816,2440,1444,1634,1335,1825,2440,0,1000,1335,888,150,0
50000,female,diploma,married,44,46989,51036,48353,47264,29325,31100,5177,22,2154,1200,3450,0,0
150000,female,gradaute,single,26,1551,2961,4175,1707,4492,6149,2990,4175,1707,4492,6149,34672,1
130000,female,undergraduate,married,30,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1
160000,female,undergraduate,married,28,54232,55456,56625,57757,59424,60631,2100,2100,2500,3000,2200,2200,0
240000,female,undergraduate,married,43,54,0,0,177,199,559,0,0,177,200,559,0,0
80000,male,undergraduate,single,43,78144,78940,80238,50642,50533,50758,3318,3463,1600,1770,50000,1753,0
200000,male,gradaute,married,32,30144,32649,32425,32625,9687,5526,3000,1000,1000,400,1000,752,0
80000,female,undergraduate,married,36,22657,19940,19870,18155,11119,5203,1320,1540,1005,222,1000,2000,0
300000,female,gradaute,single,25,0,9048,4040,0,1092,1681,9048,4040,0,1092,1681,0,0
80000,female,undergraduate,married,47,78849,27733,28009,28977,28756,28962,1433,1489,1457,1016,1046,1211,0
200000,female,undergraduate,single,26,3374,4053,2337,1904,548,1403,4053,0,1904,0,1403,0,1
180000,female,diploma,married,56,440,440,440,440,440,440,440,440,440,440,440,440,1
200000,male,gradaute,married,46,53643,54300,55039,55712,56421,57203,1765,1828,1811,1816,1880,4123,0
200000,female,gradaute,single,24,675,1053,0,500,2057,23322,1053,0,500,2057,23322,4299,0
280000,female,undergraduate,married,50,106341,108711,111510,108253,109065,111447,5600,6000,0,4100,4300,4300,1
20000,female,gradaute,single,22,12404,13694,14768,15518,16265,16706,1500,1300,1000,1000,711,1000,0
210000,male,gradaute,single,41,326,326,326,326,326,326,326,326,326,326,326,326,1
50000,female,diploma,other,49,49402,50361,48762,49671,22895,19501,1800,2110,2010,1600,0,750,0
280000,female,gradaute,single,35,6302,4618,183,2568,2371,7610,4663,0,4953,12,7647,1676,0
60000,female,undergraduate,single,26,58452,52445,52974,54589,59518,60491,2500,2000,2500,6000,2100,0,0
220000,female,gradaute,married,31,3785,1137,377,5763,3952,412,1142,377,5763,3952,412,1294,0
360000,female,gradaute,married,32,39587,17900,5307,23102,64617,10542,18011,5307,23102,64617,10542,9702,0
130000,female,gradaute,married,38,5190,649,0,0,0,0,649,0,0,0,0,0,1
50000,male,undergraduate,single,51,15096,16541,18356,18181,18285,10220,2000,2400,420,600,600,500,1
340000,male,undergraduate,married,31,63098,64417,65752,69639,80057,83713,2338,2406,5000,11610,5000,2971,1
100000,female,diploma,married,40,13278,12773,16179,17597,18499,20531,0,3950,2000,1500,2500,4800,1
140000,male,gradaute,married,55,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,male,undergraduate,single,26,47974,48527,49381,9999,8793,9138,2500,2000,324,1000,1000,500,0
300000,female,gradaute,married,51,143121,147527,148925,0,0,0,8269,6825,0,0,0,0,0
230000,male,gradaute,married,42,222059,161817,160270,60604,60986,62195,7300,4160,2308,2300,2223,2304,1
10000,female,diploma,single,36,3671,4945,6157,7172,8048,8318,1500,1300,1124,1000,400,500,0
50000,female,undergraduate,single,28,48370,39618,27417,25542,26160,26686,1468,1400,900,1000,1000,600,0
200000,female,diploma,single,34,11073,9787,5535,2513,1828,3731,2306,12,50,300,3738,66,0
120000,female,gradaute,single,24,75796,76004,67187,49924,33188,19826,3700,2023,2016,2000,1200,1000,0
300000,female,diploma,single,40,390,390,390,390,390,390,390,390,390,390,390,390,0
20000,male,undergraduate,single,25,16508,19638,19030,22033,21109,20474,3400,0,3633,0,0,0,0
20000,male,diploma,single,26,150,150,150,150,150,1150,0,0,0,0,1150,0,1
480000,male,undergraduate,married,53,-11,11349,13461,9327,1368,1538,11360,13469,9327,1368,1538,15605,0
170000,female,undergraduate,single,27,19269,20313,20852,17560,17918,9100,1661,1200,351,358,182,0,1
310000,male,gradaute,married,39,16577,1361,2716,824,757,842,1361,3146,824,757,842,13436,0
260000,female,gradaute,single,31,180891,165412,108223,108860,80757,79073,8250,5500,5000,3500,3000,4000,0
50000,male,undergraduate,single,36,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0
100000,female,diploma,married,36,92675,92857,80748,80708,75366,76590,3445,709,6077,2805,2906,0,0
130000,male,undergraduate,single,33,1183,2183,2000,700,0,0,2000,13,700,0,0,0,0
20000,male,undergraduate,married,32,14662,10305,11127,12928,13721,14492,1500,1300,2000,1000,1000,1000,0
250000,female,undergraduate,married,35,242971,244628,243223,245031,247911,247353,8310,7938,8101,8430,8808,7820,0
20000,male,undergraduate,single,22,16439,17140,18269,38082,19923,6825,1279,1408,1180,1000,500,500,0
140000,female,undergraduate,married,50,136183,139121,140047,141215,142019,137251,6901,4800,5006,5507,5,5308,0
450000,male,undergraduate,married,29,179547,157945,118192,82644,17720,7068,8101,12029,35524,38,2015,7522,0
30000,female,diploma,married,50,29468,29688,28919,28000,13393,10539,1000,159,28426,24682,12,0,1
80000,female,diploma,married,45,35401,36399,37689,38580,39104,39484,1587,1877,1768,1292,900,1365,0
20000,male,diploma,married,23,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155,1
20000,male,gradaute,single,31,1261,390,390,390,0,780,390,390,390,0,780,0,0
400000,female,undergraduate,single,29,52875,55544,994,5030,4568,500,55544,994,5030,0,500,150,0
